timestamp,CH1,CH2,CH3,CH4,CH5,CH6,CH7,CH8,CH9,CH10,CH11,CH12,CH13,CH14,CH15,CH16,CH17,CH18,CH19,CH20,CH21,CH22,CH23,CH24,CH25,CH26,CH27,CH28,CH29,CH30,CH31,CH32
1778531940.832904,34708,26616,-964,12505,-7237,10301,-16859,16636,13650,-23257,-17363,-18972,-45418,916,-11018,-46984,-6063,-13786,-28217,-19953,37855,361,9901,47650,-9133,23977,48396,20052,-788,-5786,-18880,3822
1778531940.875235,18145,21592,12175,7936,-11881,2783,-13999,28781,23739,-22714,-23133,-25636,-26696,-2957,5199,-27311,-4396,-1013,-20568,-43658,31769,299,12737,34033,-9572,-20380,44014,36112,-5589,-2720,-26296,2456
1778531940.876235,-8196,-111,25678,510,-15824,-9174,-13397,37232,2647,-17201,-4399,-14356,2659,1271,22384,-16540,-4812,-3281,-18591,-10657,22888,-2076,14087,2311,20516,-25578,39319,41159,5769,-53,-31534,1922
1778531940.877235,-29575,-892,31689,-4260,-16130,-7170,-6994,30037,-14864,-10169,24167,-7741,19190,1072,21246,-9988,-2948,-1156,3139,14696,14245,-2168,11379,-22530,44117,-9415,33766,32973,24934,191,-37747,-893
1778531940.878235,-30518,-8870,24513,-7956,-14916,-1842,-1327,13142,-31000,-1656,19253,-13898,10422,-3436,10526,-2191,-1736,14938,1218,19993,7588,-1473,8693,-41097,27648,4235,24158,8179,21395,2853,-43790,-2789
1778531940.879235,-21717,-11806,7252,-17577,-17565,-3443,727,-2665,-20497,6310,5398,-22542,902,-10455,-11702,6041,-2326,22027,44101,15713,2702,-2745,7842,-49012,-179,3005,15840,-23146,3697,1923,-44438,-7276
1778531940.880235,-16759,-24387,-6654,-11556,-15333,-4369,5581,-9723,13488,12054,12429,-15323,20212,-19778,-25861,20092,458,15261,31968,36122,-2236,-4179,3749,-33363,-3286,21870,9896,-42352,-24036,1980,-39558,-7665
1778531940.881235,-14158,7038,-12087,11866,-14709,-206,6555,-10067,12222,18387,8416,-337,46347,-25881,-11724,46271,-1053,3173,-11991,-16808,-7947,-6259,781,8914,210,20565,2830,-29032,-10539,1625,-34876,-8426
1778531940.919946,-2777,22153,-17709,16108,-10334,3617,6276,-6242,10059,18535,-11544,16520,52072,-28683,-2593,49407,-80,-22918,-46948,-33476,-12414,-4809,-1401,47016,-11155,-15225,-536,-9753,-6844,591,-23648,-1789
1778531940.920946,10950,14346,-20928,6548,-7380,3759,4349,-7978,13609,18572,-22383,26408,22974,-26495,-2930,6753,-857,-35799,-48475,-16011,-16417,-2583,-4920,43853,-27031,-12511,-4218,-2499,-14163,1068,-13213,919
1778531940.921946,12735,4965,-24251,4750,-5802,3996,4974,-13922,7181,14667,-17093,36881,-11044,-19005,5842,-25108,-1259,-12795,18544,-11915,-16473,-2527,-12379,17077,-30911,-12436,-5554,-12101,9948,-143,-3785,941
1778531940.922946,7492,340,-21112,-3337,-2675,1003,7171,-18543,3351,14975,-4463,33529,-25380,-10152,9377,-14091,754,7968,28286,2346,-21051,843,-21055,4387,-20600,-4948,-6930,-10857,22660,-363,8250,717
1778531940.923946,5851,-1590,-8207,-4290,1283,-43,8855,-14805,-18884,14640,8482,11436,-26327,-5093,14994,-6744,-1168,12503,31625,24790,-24929,3737,-26870,483,-1434,-3400,-14199,9445,18677,1250,14007,-633
1778531940.924946,16141,-23603,2757,-4255,4750,-1952,9654,-14828,-27440,11797,8502,-16937,-28263,436,17974,-31238,-1009,21331,6099,44443,-30323,6209,-26510,-10475,21188,24901,-17844,35808,-1674,-880,22704,1276
1778531940.925946,19054,-13926,8866,-11504,12469,1142,6616,-15396,-652,12834,7895,-25389,-27772,6365,-7428,-46823,-1607,11061,-3384,-9612,-34173,9208,-23189,-22954,31096,12438,-24773,41946,-10449,-903,27775,542
1778531940.926946,14879,4991,6136,-6234,19596,479,2250,-16712,9407,14446,19360,-15488,-19750,11764,-22327,-27672,-510,2266,-4756,-11167,-31665,5835,-14918,-24061,18056,-3699,-31458,30717,-1649,-1164,29969,2227
1778531940.966434,314,16040,2507,8467,28568,-1029,-6161,-12356,12766,14434,15914,-6429,-18595,14334,-15836,2126,-948,8411,-43825,-13814,-23091,6221,-1260,-17678,10335,-5234,-37307,9503,-18266,123,33490,127
1778531940.967434,-5707,10806,2152,9098,34855,-1997,-10835,6434,10889,15136,-8574,-17985,-20262,18842,-6820,24990,3,-5158,-23471,-31502,-6511,3088,10880,-16889,23364,-11595,-42483,-11564,-9365,-585,36714,1118
1778531940.968435,-10993,4940,13241,4735,34461,400,-11904,32405,686,9803,-17705,-31338,-11901,21836,4856,40164,-287,-29788,5297,-14003,12841,3774,19017,-9615,20406,-13770,-42606,-35532,9467,114,41367,-985
1778531940.969434,-21142,10239,25302,1943,24032,1201,-11402,46892,7065,6947,-9066,-24911,22808,16211,10293,31425,1384,-27420,52945,20297,33244,4419,22440,19916,-15148,-4548,-37216,-48536,15914,129,41322,-2984
1778531940.970434,-31143,-12102,25729,-3179,8896,6199,-7411,43529,-5482,1093,-8419,186,54858,10204,4889,10352,823,-8689,41921,32324,47041,8010,20613,52243,-46861,17907,-34689,-38744,10359,823,44644,-2979
1778531940.971435,-26526,-16615,18336,-3070,-8679,4984,-4021,27051,-19089,-1658,-10873,23319,53534,6105,10244,13999,1546,10398,-19021,1799,47189,8315,14712,49329,-31933,7630,-26697,-4618,-94,-647,43473,-2013
1778531940.972435,-8233,-11423,7369,-2453,-23462,2173,-303,9863,-8709,-5118,-705,32516,22862,2156,13792,23966,2044,37275,-31921,19086,37367,11104,8842,11950,-6770,3764,-20488,22530,3255,-1248,42251,-3514
1778531941.013113,10884,8451,191,-2011,-27157,-4551,2033,-1703,1028,-5710,10503,39552,-615,1280,-2248,-821,842,32134,-36571,-14219,20856,10842,5958,-23870,-5845,1061,-15489,23104,-6988,-595,35859,-4666
1778531941.014112,18457,10394,-11239,355,-26099,-5481,4114,-11053,9601,-4822,18829,31512,2603,1321,-11776,-50044,830,-2362,3564,-37019,5562,8844,6212,-37097,-13449,-7883,-11392,9845,-16827,-2246,28355,-2649
1778531941.015113,20037,3472,-21901,2504,-19245,-5083,3857,-19458,12577,-5602,13360,11515,9833,2937,-15710,-55086,3420,-15819,4264,-19457,-1259,4899,9027,-40211,5534,-13564,-8632,9331,-2786,-3754,15402,-3384
1778531941.016113,24901,15658,-36062,2157,-8962,-3028,2255,-28748,-1056,-4999,-2597,-13870,-1112,2182,-12884,-20024,4335,-13217,12897,5482,-2746,3395,11710,-28094,32328,184,-10105,23906,5572,-4109,4011,-299
1778531941.017112,19717,997,-41673,-82,-3602,-655,4122,-30410,575,-3405,-4665,-21443,-26095,583,3720,-2817,3807,-19980,33237,14558,4600,3322,10889,-550,39325,8892,-12988,29462,7865,-8047,-8199,2072
1778531941.018113,5486,-8511,-34471,818,-6977,2042,3330,-20481,212,-7413,-2244,-12631,-40316,-3663,11450,-3202,6521,-11426,16043,15433,8787,440,5828,26804,31589,1077,-11052,16383,5690,-5886,-19273,7703
1778531941.019113,-10601,-17218,-9684,29,-11685,1823,2811,-7371,-7069,-14051,-8575,-5465,-42836,-4781,5607,4525,7765,-5610,-6480,39366,10240,-3908,-1694,31986,11006,6859,-10109,-14720,2833,-5677,-30306,12275
1778531941.060479,-15906,-2783,11212,-2016,-18525,9328,2726,-3367,-8340,-21098,-17270,-23118,-35419,-5100,7992,21449,6724,-5214,-59900,-7531,1232,-8906,-9690,15167,-11351,1194,-5118,-36126,3219,-5541,-36298,13786
1778531941.061479,-13521,4735,24861,-502,-19015,15187,4790,-9004,-3584,-27357,-4533,-40670,-18386,-5744,6574,32729,7797,20658,-31867,-26894,-12340,-14508,-14862,4331,-20453,-3823,2056,-40992,-8128,-2186,-34982,8431
1778531941.062479,-11417,2462,26812,-3000,-13742,9476,4060,-18867,4405,-30031,7734,-31930,8704,-4762,2226,45089,6030,44966,13900,-16223,-28265,-21560,-20711,10992,-15725,-9698,11316,-35938,-6882,982,-34107,2935
1778531941.063479,-11592,11260,23152,392,-4858,-5524,4553,-15935,8997,-31533,8275,1298,30952,-6851,-2061,35183,6016,20702,41583,-15124,-40196,-30116,-24077,8758,-18481,-2159,19660,-20838,-1519,1570,-31368,-5067
1778531941.064479,-5293,11067,21603,5087,10431,-12202,2774,2818,3246,-26965,7771,28455,27283,-7097,-15676,-4792,1714,-12270,35084,-5613,-45767,-30176,-23940,-10341,-37157,-257,30121,7089,1421,3077,-26831,-9071
1778531941.065479,1685,4401,18303,5320,22471,-10193,-4793,23002,319,-22897,8023,39842,10671,-5887,-13870,-37415,1578,-27565,-13298,19012,-42066,-27319,-24647,-28858,-33488,504,35621,37318,1877,2637,-23935,-5678
1778531941.066479,6766,-12372,13750,121,31078,-10493,-9294,38235,1168,-15324,5516,35553,14518,-4176,2488,-25272,183,-40241,-4989,40722,-26666,-21387,-20567,-31843,7172,5640,42783,45951,1843,2049,-21233,-2380
1778531941.107563,5260,-9632,2781,-2878,34567,-3944,-14483,41403,-659,-6185,1261,29521,36147,-4696,8123,-8563,-3107,-16844,-21397,2,-10229,-12673,-14227,-22412,42129,1429,42372,26552,2349,1281,-19388,-5570
1778531941.108562,1507,-3143,-4908,-6740,30279,1778,-15530,36849,-1851,-47,-9487,12135,45355,-225,10033,-30965,-4594,17804,-24594,-2672,4100,-1653,-4365,-9276,30865,-259,42858,2177,-648,1872,-19225,-11678
1778531941.109563,4277,-711,-5014,-4414,26579,-1112,-7632,33322,-673,3027,-15676,-9042,20030,945,7380,-43669,-5036,15499,-17358,-9803,15854,6738,7635,14588,8302,-1275,38640,-6479,-2636,5900,-18052,-19982
1778531941.110563,8727,5096,-3480,-977,21162,4235,790,22595,-210,6737,-3546,-17390,-22998,1657,-1033,-15000,-5239,10766,9921,-30113,22036,11901,19765,42510,18521,1259,34597,-99,38,5917,-15466,-15833
1778531941.111562,6564,7151,-4864,-4636,11614,21517,12012,3394,2374,12529,4195,-8433,-41296,2731,-515,24131,-6213,21146,57627,-20251,23199,11420,28298,48783,29735,-1102,29996,1952,1385,5046,-15699,1609
1778531941.112563,2978,11327,-15961,2370,2008,24875,13407,-23246,1607,16462,-757,-8659,-36812,2175,733,37217,-8408,16768,24832,12506,23142,8969,32276,15483,7049,-1037,25902,-18584,528,4925,-9461,17114
1778531941.113563,-568,-4329,-34225,16164,-9507,3525,11370,-44453,2084,21042,1745,-27570,-26789,4215,-9534,34494,-8954,3257,-10704,28566,23834,7293,28216,-20088,-28998,1300,25221,-39586,-1383,3632,-5845,23848
1778531941.114563,590,-7547,-40320,10754,-19316,-10937,5285,-49151,628,30080,9932,-47281,-23622,4813,-9584,27030,-12815,-8259,-51635,4438,20473,6677,19150,-32428,-43597,185,24248,-40926,1067,2893,-813,18572
1778531941.153233,-3324,-3878,-32652,-2656,-26671,-19409,-2469,-35205,-1856,36746,7920,-37131,-14837,3578,-4648,8855,-13618,-38980,-30542,24121,18333,8599,9944,-24361,-32942,-1039,22951,-17561,4138,4119,6197,8575
1778531941.154233,-7231,-3625,-11471,-5624,-27188,-19441,-7193,-16163,521,44096,2219,1979,-7344,4044,2781,3407,-14158,-44440,15044,-3495,16909,12721,-1321,-17971,-20648,-747,19670,7084,-1845,4672,10141,3253
1778531941.155233,-10342,-2360,8843,-11373,-21972,-11475,-4176,-4933,-3763,47043,-4459,36168,-3581,4054,9602,8838,-15954,-163,13178,-28387,10526,16631,-5460,-9051,-5399,-3018,13740,27749,-2915,7005,10459,7222
1778531941.156233,-4216,771,23892,-9028,-12755,3555,3381,-5023,-1682,47014,-7980,41688,2643,2293,8554,-14960,-15810,30013,25210,-22041,7665,19139,-3272,5908,5295,-5351,7605,41610,-39,10342,13133,8550
1778531941.157233,643,12578,32871,-1698,-5155,649,10765,-9067,3523,40720,-5534,34292,24025,-2662,-380,-53412,-14140,33408,10680,296,4813,21799,1911,16663,8749,1807,-569,46523,-5211,10458,11033,4018
1778531941.158233,690,2971,41629,-5846,-1748,-3012,12157,-2678,5668,27875,-2767,23068,53649,-2997,-243,-53294,-10060,28687,18708,6747,2764,21192,3882,12603,22161,4075,-11705,26729,-4138,10624,10734,-6552
1778531941.159233,2779,-1982,41827,6413,-3759,17813,9307,6486,6634,17668,-2577,13333,57592,-5599,-120,-9085,-6541,3921,-15790,11179,-187,21581,5503,8774,46306,5037,-22712,-8257,2568,7506,7872,-20216
1778531941.201315,3620,-3224,33687,25129,-13201,33279,-2091,18399,1640,3939,-113,656,25876,-4045,-5923,13892,-4338,-18529,-51032,35104,-7180,21618,-1663,15998,46077,-1110,-29987,-32308,7546,2580,6448,-23972
1778531941.202315,4729,-2439,11031,16412,-18320,18220,-11236,19947,-6842,-9152,8003,-7067,-12047,-5465,-5291,4429,-494,-8462,-25027,2189,-16753,22290,-10733,20349,4083,15,-36268,-30183,6768,-1416,4593,-25023
1778531941.203315,951,-2638,-15263,-4549,-17243,-4272,-17737,23657,-4132,-18237,8324,-8237,-16698,-3530,-4542,10013,1538,-12565,10259,-14617,-30092,20370,-22994,366,-32618,-6525,-39040,-12596,-1366,-7508,8284,-20565
1778531941.204315,-1002,-4810,-32241,-13234,-10776,-19296,-17329,31473,-3239,-23768,767,-13247,-3973,-3540,-1120,30380,5233,-33805,57607,-14645,-38842,20574,-30946,-26571,-22036,-11538,-37331,-6874,-556,-13031,11559,-7877
1778531941.205315,-1636,5378,-32413,-17326,6020,-31188,-12935,40105,-8593,-27368,348,-33646,-7438,-6866,6582,41397,7924,-18394,23413,-15920,-41324,12564,-33291,-36448,-6837,1815,-35750,-16751,-5917,-16446,16208,5184
1778531941.206315,953,4199,-19829,-8775,26387,-24804,-7678,41279,0,-29451,309,-51404,-27877,-7100,6830,31570,9664,11386,-11502,-13343,-35065,-1789,-28639,-22934,-28942,5124,-31550,-21581,-11866,-19112,23542,17781
1778531941.207315,-1077,4500,-13021,-43,43354,-1933,165,20679,3886,-32809,-1958,-41215,-42780,-11247,1303,13872,7627,27741,-21556,9879,-22296,-16798,-20375,-7386,-48928,5672,-27132,-4668,-4571,-17866,26920,20261
1778531941.247892,-2838,-2605,-14948,-2387,49611,6465,1882,-11832,14723,-33751,-5135,1395,-40339,-11286,-1695,-19187,8627,47818,-25795,34516,-4305,-34202,-6167,11543,-23107,7126,-21306,25903,4582,-16032,30507,17291
1778531941.248892,-1462,-2274,-17254,8675,42918,-3086,6561,-40574,9635,-37465,-2927,37219,-23821,-6156,-3553,-42221,8654,29262,-6347,3866,13267,-46490,2491,27484,24144,5873,-21276,43519,14077,-15440,31016,8680
1778531941.249892,-2216,-221,-16347,31345,24971,10509,9639,-51876,-7590,-40636,-1362,43042,-7661,-4260,-1591,-25799,7755,-25868,-15709,5361,26452,-54192,11999,33547,39896,-15727,-20848,40937,3023,-11373,28728,14326
1778531941.250892,243,-4691,-5157,14598,5595,32267,9208,-47259,-10037,-40360,4265,28284,18102,-606,-749,-8242,6690,-38985,24831,-5838,30118,-50497,19568,18484,30956,-9675,-23706,23435,3468,-11758,25323,22863
1778531941.251892,2649,-936,3740,-13997,-8153,31763,7441,-34890,-5976,-38834,2622,18135,39369,-199,-1857,-21821,10817,-24752,41114,-22113,23089,-42738,26887,-8525,23736,-689,-25806,3683,7369,-8412,15528,26042
1778531941.252892,-102,3616,10250,-21213,-18956,13172,5540,-23771,-6462,-32703,-467,18020,39563,3114,-1988,-32634,12016,-16621,24716,-22962,14782,-29611,29516,-19939,18812,1302,-25664,-23185,-15554,-6854,7398,10514
1778531941.253892,-707,1879,13827,-21184,-20634,-7184,3626,-16440,-2749,-21324,1896,13267,18824,7818,1834,418,11326,4090,-14561,3671,7734,-14450,30487,-13332,11089,6699,-25475,-47033,-15967,-1929,270,-17793
1778531941.254892,1911,-1062,21481,-6263,-17670,-32244,298,-1568,-630,-7175,1577,1068,6994,12817,4099,40097,12268,15795,-61521,17640,6648,-7503,28438,-7419,2202,18116,-19616,-47846,-7454,3218,-5743,-41437
1778531941.295114,3770,-1140,37870,6405,-14212,-40644,3238,15585,14418,4690,-2174,-7306,20192,21356,2814,43784,13525,8777,-20231,3350,10988,-388,18639,-9878,-19223,8110,-13700,-20765,7914,5406,-11420,-44069
1778531941.296114,3349,1657,46346,2502,-10932,-13127,5400,25372,23085,15731,-2187,-18362,33212,24809,1414,24013,14607,25310,11139,24217,18119,1643,6986,-8018,-48348,-17425,-5008,8382,12454,9135,-15544,-26108
1778531941.297114,2376,-2402,37361,14495,-12125,7058,11120,23957,3082,22954,-812,-38677,15191,25169,-139,12864,12596,37136,35612,4054,25968,2545,-3134,2651,-51478,-7242,3882,17442,6003,8554,-18622,-6400
1778531941.298114,723,-1246,12006,34006,-14307,-1000,10695,14597,-11111,26333,-889,-52670,-27769,20039,326,5946,9309,4655,22014,-19472,22988,5260,-11295,10536,-12823,-10143,12113,8665,19716,9179,-20660,1187
1778531941.299114,-775,-1780,-21364,12496,-16462,3943,5826,10483,-18668,25725,991,-40058,-53423,8541,574,-1776,7568,-30867,2328,-20883,14599,11025,-15201,13674,18521,-4829,21747,7061,1541,7109,-26209,-7518
1778531941.300114,-4317,1216,-39918,-21835,-17442,25693,-6424,19210,-11413,22213,1620,2523,-47226,1893,184,-8646,3087,-43383,9556,-5295,1249,14978,-10551,17691,7513,7523,26281,21287,-21688,3688,-29280,-12646
1778531941.301114,-10947,71,-45989,-27151,-15122,32695,-20516,33561,2507,19388,-369,36041,-25865,-6805,-285,-23595,2322,-39308,-25891,-463,-17685,19034,-6382,20014,-1037,28809,28056,38615,-17411,2291,-31642,-2070
1778531941.341972,-11994,1079,-39957,-22895,-12030,25349,-29383,38586,-4221,19440,1143,39813,-12012,-7115,-466,-48362,956,-1462,-29982,3248,-29504,23280,-348,7659,32442,9404,30460,32595,-7808,3982,-33455,22094
1778531941.342972,-8809,1462,-32168,-4135,-10309,11870,-26604,27915,5602,20767,54,23476,-4919,-7675,748,-37747,4031,43541,-29709,31338,-35019,22917,445,-15559,57006,-11333,29718,4031,4829,11050,-36994,41280
1778531941.343972,-2621,887,-26150,13825,-6088,-22304,-18992,1652,25864,22259,659,13047,3095,-9823,1698,4330,2765,33897,21952,7259,-36579,20527,-8175,-28076,33710,-6012,28521,-25177,3325,17252,-35905,44584
1778531941.344972,2320,-1474,-7781,7207,4010,-51484,-2715,-21599,16987,26168,-1565,19847,10527,-11956,-1095,23424,7046,11039,57135,-7393,-27939,21188,-19222,-19951,-11075,-20965,28009,-39715,19614,22474,-33463,32411
1778531941.345972,9431,-513,13660,17345,12920,-34423,10935,-34272,962,28075,-1231,24806,12636,-12367,-497,11668,7635,10562,20031,-11487,-20258,21010,-29565,-4372,-26714,-15873,30325,-43905,29439,25781,-29621,13349
1778531941.346972,18709,1494,30374,36024,27143,19,17298,-40236,-24481,26570,-94,10484,25892,-14748,-2005,8987,5947,-3895,-10082,-10752,-10267,29616,-37129,6894,-19169,5601,34202,-36135,-8098,24035,-22642,-1856
1778531941.347972,20111,-250,33120,6806,36974,4011,13473,-45462,-28562,25118,-989,-10106,46569,-12753,-1412,29748,6259,-17532,-43131,-17157,-4213,35233,-32806,14802,-23486,31363,37504,-11787,-19797,21201,-13550,-15655
1778531941.389687,10494,-74,21511,-33232,44301,3171,3317,-45696,-1022,16156,1047,-25229,54083,-8673,-665,34442,1969,-19361,-13206,1620,1184,40505,-20413,18429,-32761,5247,40668,23786,-16448,16668,-2674,-21873
1778531941.390687,-1431,1956,9064,-34915,41807,18414,-6069,-33761,3640,9701,1305,-41845,21924,-4710,1053,15120,-492,-38169,-4029,25115,4930,39534,-613,11286,-26467,10084,38944,41880,-11524,10017,8926,-25534
1778531941.391687,-10247,3447,9608,-19055,27824,28090,-9454,-8012,1623,106,1361,-50328,-20116,-3625,289,-7340,-8423,-32440,895,3983,10918,30985,19224,451,-12625,-3996,35539,33622,-9257,1667,16215,-25146
1778531941.392687,-11776,943,18165,3466,8679,30096,-2025,21459,19927,-5687,2566,-37732,-33914,-10050,1488,-24108,-12532,20973,24157,7259,12205,13547,33253,-8148,13284,-27660,31636,13618,2595,-4046,24617,-21016
1778531941.393687,-13892,-4990,23717,20525,-12895,29511,10681,35607,21413,-8972,-221,1102,-22154,-16156,2968,-32547,-18334,51492,25977,740,14353,-9143,39177,-6904,40269,-24358,20738,2203,37840,-7785,27388,-24519
1778531941.394687,-16039,-356,18368,9110,-25139,1049,21850,35005,17074,-9435,893,32392,-10578,-18904,1022,-23591,-23083,39709,27449,-15528,18028,-29348,37046,-3839,46778,6437,10112,8055,23350,-12899,28990,-26409
1778531941.395687,-12529,-653,-271,17811,-31042,-47995,24504,21812,-12409,-9086,640,36982,-23734,-18669,-2131,-4486,-25556,20496,-29859,-21300,17344,-43409,29849,-7765,20937,21377,-1321,13719,-9460,-17341,30572,-20247
1778531941.396687,663,2991,-17398,33826,-23428,-51704,20702,12836,-42543,-7755,-1925,15556,-40381,-10615,-4406,-10614,-27595,-20603,-47000,-1466,16449,-52690,18558,-9351,-1204,8336,-11661,-8865,-5952,-22343,28625,-43
1778531941.435088,7681,1264,-28470,-3029,-10298,-18985,7452,16261,-19450,-8472,-6784,9127,-35407,5328,-6255,-17297,-26713,-44146,-21411,10213,16248,-52404,11103,-4288,9037,29686,-20556,-36269,-16896,-26932,23922,32626
1778531941.436088,3235,4163,-32359,-40710,-1785,-2271,-8910,21288,86,-12636,-972,23737,-15296,17472,-668,11422,-26227,-18730,17320,1751,18947,-45269,6100,3525,10622,-3891,-27517,-47314,-22238,-32272,22553,54886
1778531941.437088,2563,4884,-40084,-37887,959,2229,-17893,21513,7406,-18084,5481,32123,8362,24673,3400,42793,-25095,-7413,47429,19986,19486,-37153,-1225,8358,-27821,-29696,-27667,-34407,-20348,-31662,20402,49585
1778531941.438088,8209,-3308,-45827,-15725,-4844,17349,-19876,13007,17124,-28864,3091,17056,29136,27680,341,35366,-21456,-14100,11773,5222,14579,-27044,-4551,11497,-62268,-30280,-29046,-9688,10686,-29592,16949,23333
1778531941.439088,14556,-6053,-35784,10388,-18225,21879,-18614,2107,11741,-37241,3726,-11329,44708,28898,2717,9782,-21656,5082,2203,-11363,9018,-22835,-9127,9216,-39034,1361,-25976,16526,43352,-22857,17301,722
1778531941.440088,15355,-2615,-9393,27663,-28084,23526,-13904,-2921,24225,-41111,6019,-30398,43858,30782,4858,-475,-19761,26507,-13708,-15989,-3806,-18776,-13006,3282,2373,1603,-23995,34406,8883,-13348,15898,-3228
1778531941.482452,8731,-806,24879,12393,-33012,36233,-11738,-11352,9547,-40253,3267,-43608,25037,28996,2438,573,-17905,31484,-17772,-6220,-17099,-14513,-15131,-5419,14273,16116,-24083,49169,5446,-4682,13320,7628
1778531941.483452,7456,-659,50696,17806,-25143,27071,-6326,-21576,-36376,-39159,-1400,-45892,681,27873,1223,-7851,-17004,37229,-23528,-5482,-28247,-7206,-13345,-13704,6352,43030,-23293,41393,3205,2882,9274,10388
1778531941.484452,7509,5608,53425,28659,-11099,-26013,-2165,-41308,-35394,-30962,-5254,-33580,798,22097,-4984,-16624,-16261,8045,-21982,-31,-34294,-130,-12650,-10737,16438,-846,-27581,8381,-24384,6742,5376,-6365
